,ligacao_consumidor,nota_consumidor,custo_do_produto,compras_anteriores,desconto_oferecido,peso_em_gms,bloco_deposito_A,bloco_deposito_B,bloco_deposito_C,bloco_deposito_D,bloco_deposito_F,forma_envio_Flight,forma_envio_Road,forma_envio_Ship,genero_consumidor_F,genero_consumidor_M,importancia_produto_high,importancia_produto_low,importancia_produto_medium
111,4,2,239,3,65,3679,0,1,0,0,0,0,1,0,1,0,0,1,0
9931,5,3,243,5,8,1223,0,0,0,0,1,0,0,1,0,1,0,0,1
1758,3,2,267,5,48,2622,0,0,0,1,0,0,1,0,1,0,0,1,0
7255,4,1,152,2,2,5396,0,0,0,0,1,0,1,0,0,1,1,0,0
7111,5,3,268,5,10,1660,0,0,0,0,1,0,1,0,1,0,0,0,1
9678,6,5,298,4,3,1009,0,0,0,1,0,0,0,1,0,1,0,1,0
970,6,2,118,2,40,1014,0,0,1,0,0,1,0,0,0,1,0,1,0
10384,3,4,252,2,9,4278,0,0,1,0,0,0,0,1,0,1,1,0,0
8476,5,1,258,6,7,4344,0,0,1,0,0,0,1,0,1,0,0,1,0
1188,4,5,143,8,38,1095,0,0,0,1,0,0,0,1,0,1,0,1,0
7160,5,3,257,5,3,1262,1,0,0,0,0,0,0,1,1,0,0,1,0
10826,4,5,167,2,10,5067,1,0,0,0,0,1,0,0,1,0,0,1,0
2441,4,5,133,3,3,1403,0,0,0,0,1,0,1,0,0,1,0,0,1
4173,3,2,234,2,8,4012,0,1,0,0,0,0,0,1,0,1,0,0,1
7708,4,4,206,4,9,1074,0,0,1,0,0,0,0,1,1,0,0,0,1
3504,2,4,173,2,1,4721,0,0,0,1,0,0,0,1,0,1,0,1,0
8454,2,4,176,3,1,4509,0,0,0,1,0,0,0,1,0,1,0,1,0
8390,3,1,133,3,5,4538,1,0,0,0,0,0,0,1,1,0,0,0,1
8913,6,2,288,4,9,1405,0,1,0,0,0,1,0,0,0,1,0,0,1
3876,4,4,266,2,2,4290,0,0,0,1,0,0,0,1,1,0,0,1,0
830,4,4,201,3,7,2644,1,0,0,0,0,1,0,0,1,0,1,0,0
3962,3,4,186,3,7,4536,1,0,0,0,0,0,1,0,0,1,0,0,1
10694,4,3,239,3,7,5511,1,0,0,0,0,1,0,0,0,1,0,0,1
10235,4,3,199,2,4,5855,0,0,0,0,1,0,0,1,0,1,0,1,0
8623,5,1,239,5,6,1815,0,0,0,0,1,0,1,0,1,0,0,1,0
10419,2,1,238,4,4,4780,0,1,0,0,0,1,0,0,1,0,0,0,1
5339,5,1,162,3,1,5537,0,0,0,0,1,1,0,0,1,0,0,0,1
3258,5,1,246,3,10,4078,0,0,0,1,0,0,0,1,1,0,0,0,1
4352,5,1,134,2,8,5646,1,0,0,0,0,0,0,1,0,1,0,1,0
7659,3,5,159,2,9,4099,0,1,0,0,0,0,1,0,1,0,1,0,0
106,3,1,238,3,17,2624,0,0,1,0,0,0,0,1,0,1,0,1,0
6229,6,3,278,4,4,1716,0,0,0,0,1,0,0,1,0,1,0,0,1
1226,3,3,150,2,61,1053,1,0,0,0,0,0,1,0,1,0,0,0,1
8004,6,4,293,4,8,1145,0,0,0,1,0,0,0,1,1,0,0,1,0
9231,4,3,235,3,4,4739,0,1,0,0,0,0,0,1,1,0,0,0,1
2522,5,1,216,3,40,2668,1,0,0,0,0,0,0,1,0,1,0,1,0
7339,5,2,245,2,6,5366,0,0,0,0,1,0,0,1,0,1,0,1,0
2413,4,5,153,3,3,1347,0,0,0,0,1,0,0,1,1,0,1,0,0
7548,5,2,268,3,8,5385,0,0,0,1,0,1,0,0,0,1,0,0,1
3574,3,3,149,3,3,4189,0,0,1,0,0,1,0,0,1,0,0,0,1
513,5,3,250,5,12,2722,0,1,0,0,0,0,0,1,0,1,0,1,0
1725,5,3,248,3,4,2207,0,1,0,0,0,0,0,1,0,1,0,0,1
10016,3,5,184,3,9,4969,1,0,0,0,0,1,0,0,1,0,0,0,1
5774,4,2,243,5,4,1633,1,0,0,0,0,0,0,1,1,0,0,0,1
9683,4,1,234,5,3,1134,0,0,0,0,1,0,0,1,0,1,0,1,0
4729,5,3,251,2,9,4458,0,0,0,0,1,0,0,1,0,1,0,1,0
2677,5,2,168,3,50,1486,0,0,0,0,1,0,0,1,1,0,0,1,0
3704,5,2,184,4,6,4155,1,0,0,0,0,1,0,0,0,1,0,1,0
1178,4,3,118,5,15,1601,1,0,0,0,0,0,0,1,1,0,0,1,0
1964,6,5,212,4,13,3676,1,0,0,0,0,0,0,1,1,0,0,0,1
1339,2,2,240,3,53,2980,0,0,0,0,1,0,0,1,0,1,0,1,0
301,4,5,202,2,35,3695,0,0,0,0,1,0,0,1,0,1,0,0,1
6489,5,1,232,3,10,1014,0,1,0,0,0,0,0,1,1,0,0,1,0
10910,5,5,264,8,10,5759,1,0,0,0,0,0,0,1,1,0,1,0,0
5945,3,5,164,3,10,4639,0,0,0,0,1,0,0,1,0,1,1,0,0
5913,3,5,284,2,10,5619,0,1,0,0,0,0,0,1,0,1,0,1,0
6089,4,1,132,6,8,4902,0,0,0,0,1,0,0,1,0,1,1,0,0
310,3,4,193,2,48,3909,0,0,1,0,0,0,0,1,0,1,0,0,1
6331,3,4,239,4,8,4537,0,0,0,0,1,0,0,1,1,0,0,0,1
3734,4,5,185,3,2,4336,1,0,0,0,0,0,0,1,1,0,0,1,0
8947,4,4,220,3,4,5622,0,0,0,0,1,0,0,1,1,0,0,1,0
10485,4,2,259,6,8,1096,0,1,0,0,0,0,0,1,0,1,0,0,1
2392,4,1,221,3,3,2546,0,0,1,0,0,0,0,1,1,0,0,1,0
1588,5,4,185,4,31,3565,0,0,1,0,0,0,0,1,0,1,0,0,1
6438,5,3,154,2,3,5440,0,0,0,1,0,1,0,0,0,1,0,1,0
5192,5,4,233,3,8,5076,1,0,0,0,0,0,1,0,0,1,0,1,0
5000,5,3,131,8,5,4149,1,0,0,0,0,0,0,1,1,0,0,1,0
4738,3,5,244,2,10,4064,0,0,1,0,0,0,0,1,1,0,0,0,1
3644,4,5,171,4,4,4151,1,0,0,0,0,0,0,1,1,0,0,0,1
10277,3,2,219,4,6,4314,0,0,0,0,1,1,0,0,1,0,0,1,0
10399,4,2,189,10,5,5470,0,0,0,0,1,0,1,0,1,0,0,0,1
2430,3,5,113,2,19,1660,0,0,0,1,0,0,0,1,1,0,0,1,0
3216,3,4,154,2,5,5735,0,0,0,1,0,0,0,1,0,1,0,0,1
4689,3,3,157,3,10,4877,0,1,0,0,0,0,0,1,0,1,0,0,1
9107,5,2,196,3,4,4868,0,0,0,0,1,0,0,1,0,1,0,0,1
4356,4,3,144,3,1,5881,0,0,0,1,0,0,0,1,0,1,0,1,0
3878,5,2,205,4,6,5486,1,0,0,0,0,0,0,1,0,1,0,1,0
7949,4,2,201,8,6,5128,0,0,0,0,1,1,0,0,1,0,0,0,1
2320,4,1,273,4,54,2611,0,0,1,0,0,0,1,0,1,0,0,1,0
10398,4,4,146,10,3,4152,0,0,0,1,0,0,1,0,1,0,0,1,0
4090,3,4,188,4,2,1059,0,0,1,0,0,0,1,0,0,1,0,1,0
6644,4,3,258,2,3,4555,1,0,0,0,0,0,0,1,1,0,0,1,0
10508,4,2,222,2,10,5115,1,0,0,0,0,0,0,1,0,1,0,0,1
1966,4,1,195,3,43,2849,0,0,1,0,0,0,0,1,0,1,0,1,0
75,4,1,266,3,23,3775,0,1,0,0,0,0,0,1,1,0,0,1,0
10810,4,3,256,3,3,4480,0,0,1,0,0,0,1,0,0,1,0,0,1
10797,4,2,251,6,3,1297,0,1,0,0,0,0,1,0,1,0,0,1,0
9814,4,4,131,3,10,4625,0,0,1,0,0,0,0,1,1,0,0,0,1
2801,4,5,245,3,6,2717,0,0,0,0,1,0,0,1,0,1,0,0,1
3532,4,4,218,4,6,4377,0,0,1,0,0,0,0,1,0,1,0,1,0
5666,5,3,280,4,4,5192,1,0,0,0,0,0,0,1,1,0,0,0,1
4682,4,4,163,3,3,4185,1,0,0,0,0,0,0,1,0,1,0,1,0
5936,6,3,202,4,3,4496,1,0,0,0,0,0,0,1,1,0,0,0,1
4042,2,3,187,3,6,5547,0,0,1,0,0,0,0,1,1,0,0,0,1
10553,6,3,178,5,5,4567,0,0,0,0,1,1,0,0,1,0,0,1,0
6097,3,5,160,3,8,4106,0,0,0,0,1,0,0,1,1,0,0,1,0
4044,2,1,228,3,1,5500,0,0,0,1,0,0,0,1,1,0,1,0,0
3249,5,2,265,2,7,5464,0,1,0,0,0,0,0,1,1,0,0,0,1
9932,4,2,228,5,3,1473,1,0,0,0,0,0,0,1,1,0,0,1,0
6564,5,3,257,5,3,1953,0,0,0,1,0,0,1,0,1,0,0,0,1
3211,3,5,251,2,4,4015,0,0,0,0,1,0,0,1,0,1,0,1,0
2668,4,3,154,3,33,1101,0,0,1,0,0,0,0,1,0,1,0,1,0
8715,2,1,198,2,8,4323,0,1,0,0,0,0,0,1,0,1,0,1,0
986,5,4,257,2,55,2257,1,0,0,0,0,0,0,1,0,1,0,1,0
10304,4,5,272,2,10,4962,1,0,0,0,0,0,0,1,1,0,0,1,0
4280,4,5,135,3,5,4515,1,0,0,0,0,0,0,1,1,0,0,0,1
101,5,5,227,4,53,2624,0,0,0,0,1,0,0,1,0,1,0,1,0
1486,3,1,209,3,20,3181,0,0,1,0,0,0,1,0,1,0,0,1,0
594,5,3,209,2,49,2581,0,0,0,1,0,0,0,1,1,0,1,0,0
10495,4,2,214,6,9,4736,0,0,0,0,1,0,0,1,0,1,0,0,1
5042,6,3,247,4,9,1011,1,0,0,0,0,0,1,0,1,0,0,0,1
1901,5,2,195,6,38,1338,0,0,0,0,1,0,1,0,0,1,0,1,0
1258,4,4,266,2,15,3425,0,0,1,0,0,0,0,1,1,0,0,1,0
5779,6,3,272,4,5,1355,0,0,0,0,1,0,0,1,0,1,0,1,0
8871,5,5,245,5,10,1289,0,1,0,0,0,0,0,1,0,1,0,1,0
5551,3,5,253,3,9,5979,0,0,0,0,1,0,0,1,0,1,0,0,1
5549,3,4,168,2,9,5235,0,0,0,0,1,0,0,1,0,1,0,0,1
4620,3,3,169,3,9,4317,0,0,0,1,0,0,0,1,1,0,0,1,0
1205,3,3,218,3,48,3425,0,0,0,0,1,0,0,1,0,1,0,0,1
5749,4,1,179,3,5,4129,0,0,0,0,1,1,0,0,0,1,1,0,0
1175,3,1,263,3,25,3689,0,0,0,0,1,0,0,1,0,1,0,1,0
2257,4,5,178,3,5,1012,0,0,0,0,1,0,0,1,1,0,0,1,0
10693,4,3,261,10,6,4347,0,0,0,0,1,1,0,0,1,0,0,1,0
2504,2,2,190,8,33,3448,1,0,0,0,0,0,0,1,0,1,0,0,1
948,3,3,255,2,3,2894,0,0,0,1,0,0,1,0,0,1,0,0,1
6663,2,1,143,3,4,4512,0,1,0,0,0,0,0,1,0,1,0,1,0
6538,6,3,251,4,1,1230,0,0,1,0,0,0,0,1,0,1,0,1,0
2968,4,3,165,3,4,1484,0,0,1,0,0,0,0,1,0,1,0,1,0
10979,4,2,253,5,3,1086,0,0,0,0,1,0,0,1,1,0,0,1,0
2073,5,1,214,3,33,2562,0,1,0,0,0,0,0,1,0,1,0,1,0
10772,4,4,229,5,7,1716,1,0,0,0,0,0,0,1,1,0,0,0,1
833,3,4,145,6,57,1949,0,0,0,0,1,1,0,0,0,1,0,0,1
9910,6,4,296,4,4,1973,0,0,1,0,0,0,0,1,0,1,0,1,0
5241,3,4,247,3,6,4873,0,1,0,0,0,0,0,1,0,1,0,1,0
6337,4,3,186,3,2,4437,0,0,0,0,1,0,0,1,0,1,0,1,0
6286,7,2,264,4,6,1688,0,0,1,0,0,0,1,0,0,1,0,0,1
7615,4,4,175,3,8,5944,0,0,0,0,1,0,0,1,0,1,0,1,0
8181,4,5,164,4,4,5736,0,1,0,0,0,0,0,1,1,0,0,1,0
8504,4,2,148,2,3,4651,1,0,0,0,0,1,0,0,0,1,0,0,1
3339,4,1,272,2,5,5252,0,1,0,0,0,0,0,1,1,0,0,0,1
9919,6,3,277,4,6,1623,0,0,0,0,1,0,0,1,0,1,0,0,1
7391,5,2,224,2,10,5674,0,0,0,0,1,0,1,0,1,0,0,0,1
4593,3,4,271,3,9,4889,0,1,0,0,0,0,0,1,1,0,0,1,0
5288,2,3,110,5,3,4124,1,0,0,0,0,0,0,1,0,1,0,1,0
9865,6,4,155,5,8,5982,0,0,0,0,1,1,0,0,1,0,0,0,1
7461,5,1,261,5,5,1837,0,1,0,0,0,0,0,1,0,1,0,1,0
1565,4,4,210,3,14,3666,0,0,0,0,1,0,0,1,1,0,0,0,1
5465,6,4,304,4,6,1890,0,0,0,0,1,0,1,0,0,1,0,1,0
3218,4,2,210,3,1,4379,1,0,0,0,0,0,0,1,1,0,0,0,1
6110,4,2,264,3,10,5137,1,0,0,0,0,0,0,1,0,1,0,1,0
3409,3,4,202,3,5,5169,0,0,0,0,1,0,1,0,0,1,0,0,1
4248,4,1,183,4,9,5157,0,0,0,1,0,1,0,0,0,1,0,1,0
10878,3,5,272,2,6,4652,0,0,0,1,0,0,0,1,0,1,0,0,1
1909,4,4,224,3,29,3623,0,0,0,0,1,0,1,0,0,1,0,1,0
1381,3,2,243,2,38,3850,0,0,0,0,1,1,0,0,1,0,0,1,0
5735,4,3,147,4,7,4865,0,0,0,0,1,0,1,0,1,0,0,1,0
6186,4,1,258,4,1,5476,0,0,0,1,0,0,0,1,1,0,1,0,0
8599,4,1,232,5,8,1943,0,0,0,0,1,0,0,1,0,1,0,0,1
6149,4,5,252,2,6,4147,0,0,0,0,1,0,1,0,1,0,1,0,0
4151,4,4,177,2,6,5116,0,0,0,0,1,0,0,1,1,0,0,1,0
5070,5,1,257,3,7,4133,0,0,0,1,0,1,0,0,0,1,0,0,1
1677,5,1,234,3,40,3340,0,1,0,0,0,0,0,1,0,1,0,0,1
10112,3,3,137,3,7,5794,1,0,0,0,0,0,1,0,0,1,1,0,0
5400,3,5,227,4,9,4647,0,0,0,1,0,0,0,1,1,0,0,1,0
6385,3,4,269,2,8,5294,0,0,0,0,1,0,0,1,1,0,0,1,0
6770,3,2,137,3,4,5617,1,0,0,0,0,0,0,1,1,0,0,1,0
8035,4,4,256,5,1,1927,0,0,0,0,1,0,0,1,0,1,1,0,0
255,2,2,148,3,35,1349,0,1,0,0,0,0,1,0,1,0,1,0,0
7752,5,5,272,5,5,1868,0,0,0,1,0,0,0,1,1,0,0,0,1
3794,4,1,197,2,2,5685,1,0,0,0,0,0,0,1,1,0,0,1,0
6243,4,2,252,3,2,5769,0,1,0,0,0,0,0,1,0,1,0,0,1
8989,4,4,174,2,1,4541,0,0,0,0,1,0,0,1,1,0,0,1,0
7998,6,4,276,4,2,1120,0,0,0,1,0,0,0,1,1,0,0,1,0
5011,6,2,152,2,6,1711,0,0,0,0,1,0,0,1,0,1,0,1,0
9433,4,3,241,5,2,1442,0,0,0,0,1,0,1,0,1,0,0,1,0
662,4,4,218,5,36,2995,1,0,0,0,0,0,1,0,1,0,0,0,1
8527,4,5,224,2,8,5871,0,0,0,0,1,0,0,1,0,1,0,1,0
8743,4,4,183,2,7,4572,0,0,0,0,1,0,1,0,1,0,0,1,0
3333,5,3,204,3,1,4037,0,1,0,0,0,0,0,1,1,0,1,0,0
7533,5,2,232,3,5,5607,0,1,0,0,0,1,0,0,0,1,0,1,0
3911,4,3,104,4,3,4548,0,0,0,0,1,0,0,1,0,1,0,0,1
1716,6,1,222,5,26,3137,0,0,0,1,0,0,0,1,0,1,0,0,1
9642,5,2,137,3,1,5242,0,0,0,1,0,0,0,1,1,0,0,1,0
4814,7,3,286,4,3,1670,1,0,0,0,0,0,0,1,1,0,0,1,0
9441,4,1,238,5,3,1913,0,1,0,0,0,0,1,0,1,0,0,0,1
2792,4,4,171,3,11,1594,1,0,0,0,0,0,0,1,1,0,0,0,1
1880,3,4,267,3,55,2923,1,0,0,0,0,0,0,1,1,0,0,1,0
1097,3,2,263,3,57,2113,0,0,0,0,1,1,0,0,1,0,0,1,0
1841,3,4,136,2,54,1056,0,0,0,0,1,0,0,1,1,0,0,0,1
91,5,5,286,3,18,3163,0,0,0,0,1,0,0,1,1,0,0,1,0
5026,6,3,256,5,1,1980,0,0,1,0,0,0,0,1,1,0,0,1,0
907,5,1,165,2,54,1190,0,0,0,0,1,0,0,1,0,1,1,0,0
2156,3,1,150,2,9,1158,1,0,0,0,0,0,0,1,0,1,0,1,0
8294,4,1,144,4,8,4970,1,0,0,0,0,0,0,1,0,1,0,1,0
1193,3,4,266,2,49,2643,0,0,0,0,1,0,0,1,0,1,1,0,0
4926,4,5,159,4,4,4816,0,0,0,1,0,0,1,0,1,0,0,0,1
1416,4,3,127,5,5,1205,0,0,0,1,0,0,0,1,1,0,0,1,0
2326,2,5,202,3,50,2587,0,0,1,0,0,1,0,0,0,1,0,1,0
2233,3,4,235,3,52,3447,0,0,0,0,1,0,0,1,0,1,0,1,0
2704,3,3,257,3,64,3103,0,0,1,0,0,0,0,1,0,1,0,1,0
208,2,4,152,3,55,1498,0,0,1,0,0,0,0,1,0,1,0,1,0
5289,4,4,248,3,1,5198,0,1,0,0,0,0,0,1,1,0,0,1,0
6781,5,1,142,6,1,4843,0,0,0,0,1,0,0,1,0,1,0,0,1
4820,6,3,247,4,3,1616,1,0,0,0,0,0,0,1,0,1,0,1,0
10445,5,5,239,6,9,1417,0,0,0,0,1,0,0,1,0,1,0,1,0
1007,4,5,170,3,9,1138,0,0,0,0,1,0,0,1,1,0,0,1,0
8211,3,4,206,3,5,5915,0,1,0,0,0,0,1,0,1,0,0,0,1
1316,3,2,181,3,29,2164,1,0,0,0,0,0,0,1,1,0,0,1,0
8246,3,2,215,4,1,4158,1,0,0,0,0,0,0,1,0,1,1,0,0
3577,4,1,102,3,3,4179,0,0,0,0,1,1,0,0,0,1,0,0,1
5955,3,4,153,3,9,5474,0,1,0,0,0,0,0,1,1,0,0,0,1
2295,4,2,223,3,56,3158,0,1,0,0,0,0,0,1,1,0,0,0,1
5184,3,2,111,2,4,4245,0,0,0,1,0,0,1,0,1,0,0,1,0
1873,3,4,180,3,52,1727,0,0,0,0,1,0,0,1,1,0,0,1,0
2313,6,4,174,3,14,1651,0,1,0,0,0,0,1,0,1,0,0,0,1
1537,4,5,171,3,2,1114,0,0,0,0,1,0,0,1,1,0,0,0,1
8021,5,1,258,5,4,1032,0,0,0,0,1,0,0,1,1,0,0,1,0
8347,7,2,297,4,7,1383,0,0,0,0,1,0,1,0,1,0,0,1,0
3185,3,3,162,8,10,4842,0,0,0,0,1,0,0,1,1,0,1,0,0
8942,3,1,266,3,8,4574,1,0,0,0,0,0,0,1,1,0,0,1,0
89,4,1,186,4,57,3880,0,0,0,0,1,0,0,1,1,0,0,0,1
5222,4,5,234,3,5,5213,1,0,0,0,0,1,0,0,0,1,0,1,0
2130,4,2,271,3,50,3448,0,0,0,1,0,0,0,1,0,1,0,0,1
2170,3,4,256,2,55,2247,0,0,1,0,0,0,1,0,0,1,0,0,1
2199,5,5,216,2,33,3202,0,1,0,0,0,1,0,0,0,1,1,0,0
8676,3,1,207,4,9,5889,0,0,0,1,0,0,0,1,1,0,0,1,0
7075,4,3,245,4,8,5982,0,0,0,0,1,0,0,1,0,1,0,0,1
9542,3,1,242,5,3,4026,1,0,0,0,0,0,0,1,1,0,0,1,0
2482,3,5,208,4,12,3181,0,0,1,0,0,1,0,0,0,1,0,0,1
1365,3,1,167,3,1,1252,0,1,0,0,0,1,0,0,0,1,0,1,0
1345,3,5,264,2,1,3947,0,0,0,0,1,0,1,0,1,0,0,0,1
10157,4,5,163,3,1,4049,0,0,0,0,1,0,0,1,0,1,0,0,1
2737,5,3,177,4,60,1159,0,0,0,0,1,1,0,0,0,1,0,0,1
1146,5,5,191,2,34,2708,0,0,0,1,0,0,0,1,0,1,1,0,0
7213,7,4,247,4,9,1228,0,0,0,0,1,0,0,1,1,0,0,1,0
8385,4,5,231,3,4,5174,0,1,0,0,0,0,0,1,1,0,0,1,0
9763,6,5,211,6,3,4957,0,0,0,0,1,0,0,1,0,1,0,1,0
8832,5,1,237,5,8,1150,0,0,0,1,0,0,0,1,1,0,0,0,1
10747,4,2,232,5,3,1500,0,0,0,0,1,0,0,1,1,0,0,0,1
9925,6,3,247,4,7,1626,0,0,0,0,1,0,0,1,0,1,0,0,1
9268,3,1,170,3,6,5750,0,0,1,0,0,0,0,1,1,0,1,0,0
3869,5,5,253,2,2,4364,0,0,0,0,1,0,0,1,1,0,0,0,1
7769,7,4,310,4,6,1003,0,0,0,0,1,0,0,1,0,1,0,1,0
9576,3,4,192,4,3,4030,0,0,0,1,0,0,1,0,0,1,0,0,1
8092,5,1,231,2,10,4892,0,0,1,0,0,1,0,0,0,1,0,1,0
4983,4,3,263,3,4,4150,0,1,0,0,0,0,0,1,0,1,0,1,0
10796,3,5,156,4,6,1015,1,0,0,0,0,0,1,0,1,0,0,1,0
293,3,2,136,4,62,1090,0,0,0,0,1,0,0,1,0,1,0,1,0
6462,4,2,265,2,2,5649,0,0,0,1,0,0,0,1,0,1,0,1,0
1676,3,4,240,2,2,3729,1,0,0,0,0,0,0,1,1,0,0,0,1
2765,5,5,226,3,50,2348,0,0,0,0,1,0,0,1,0,1,0,1,0
5209,4,5,263,3,6,5445,0,0,0,0,1,1,0,0,1,0,0,0,1
7726,7,3,308,4,6,1113,0,0,1,0,0,0,0,1,0,1,0,0,1
5074,4,5,217,4,3,5966,0,0,1,0,0,1,0,0,1,0,0,0,1
9625,7,4,301,4,1,1150,0,0,0,0,1,0,0,1,1,0,0,1,0
184,3,3,146,2,50,1486,0,0,1,0,0,0,0,1,0,1,0,1,0
3423,3,4,213,3,4,5481,0,1,0,0,0,1,0,0,1,0,0,1,0
1664,3,5,204,3,45,2513,1,0,0,0,0,0,0,1,1,0,0,1,0
7833,3,1,140,2,8,5253,0,1,0,0,0,0,0,1,1,0,0,1,0
1154,4,5,143,8,44,1756,1,0,0,0,0,0,0,1,0,1,0,1,0
3767,5,4,189,3,7,4741,0,0,0,0,1,0,0,1,0,1,0,1,0
1492,5,1,105,5,1,1101,0,0,1,0,0,0,1,0,0,1,0,1,0
7278,3,1,204,4,6,5926,0,0,0,1,0,0,0,1,1,0,0,0,1
2582,5,4,230,2,48,3743,1,0,0,0,0,0,1,0,1,0,0,0,1
7387,4,1,157,7,7,4385,0,0,0,0,1,0,1,0,1,0,0,1,0
1227,3,4,200,3,49,2942,0,1,0,0,0,0,1,0,1,0,0,0,1
7338,2,5,270,6,1,5675,0,0,0,1,0,0,0,1,1,0,0,0,1
9166,6,4,294,3,7,1455,0,0,1,0,0,0,1,0,0,1,0,0,1
7197,4,3,150,4,4,1021,0,1,0,0,0,0,0,1,1,0,0,1,0
5391,4,4,222,2,7,4343,0,1,0,0,0,0,0,1,0,1,0,0,1
4822,6,3,260,4,9,1800,0,0,1,0,0,0,0,1,0,1,0,0,1
3588,4,3,185,10,1,4973,0,0,0,1,0,0,0,1,0,1,1,0,0
5517,7,4,291,4,4,1248,0,1,0,0,0,0,0,1,0,1,1,0,0
10321,4,2,137,2,3,4622,0,0,0,0,1,0,0,1,0,1,0,0,1
3406,3,2,272,3,2,4459,0,0,1,0,0,0,1,0,0,1,0,1,0
7579,6,3,183,4,3,4842,0,0,0,0,1,0,0,1,0,1,0,0,1
10792,6,1,260,3,4,1338,0,0,1,0,0,0,0,1,1,0,0,1,0
5043,4,2,224,2,9,5603,0,1,0,0,0,0,1,0,0,1,0,1,0
5104,2,5,175,5,8,4269,0,0,1,0,0,0,0,1,1,0,0,1,0
10684,3,5,169,3,4,5659,0,0,1,0,0,1,0,0,1,0,0,1,0
1228,6,1,136,3,12,1592,0,0,1,0,0,1,0,0,0,1,1,0,0
1968,4,4,136,2,16,1131,0,0,0,1,0,0,0,1,1,0,0,0,1
434,4,1,216,3,43,2643,1,0,0,0,0,0,0,1,1,0,0,1,0
9912,6,1,268,4,10,1958,0,0,0,1,0,0,0,1,0,1,0,0,1
6363,4,2,182,3,9,5735,0,1,0,0,0,0,0,1,0,1,0,0,1
6527,5,3,222,3,10,4597,0,0,0,0,1,0,0,1,1,0,0,0,1
10416,5,2,263,6,6,1511,0,0,0,1,0,1,0,0,1,0,0,1,0
2136,5,3,224,2,52,3824,0,0,0,1,0,0,0,1,0,1,0,0,1
3792,4,1,180,3,1,5677,0,0,0,1,0,0,0,1,1,0,0,1,0
6957,5,2,246,3,2,4054,0,1,0,0,0,0,0,1,0,1,0,1,0
8007,7,1,308,4,7,1841,0,1,0,0,0,0,0,1,0,1,0,0,1
6767,3,4,176,3,4,5623,0,0,0,0,1,0,0,1,0,1,0,0,1
2316,5,5,234,2,50,3914,0,0,0,1,0,0,1,0,0,1,1,0,0
5778,4,2,243,5,8,1922,0,0,0,1,0,0,0,1,1,0,0,0,1
8397,3,1,167,3,10,4341,0,1,0,0,0,0,0,1,0,1,0,0,1
1682,4,3,101,6,37,1344,1,0,0,0,0,0,0,1,0,1,0,1,0
8579,5,1,181,3,3,5118,0,0,0,0,1,0,0,1,1,0,0,1,0
5612,5,1,182,5,6,5398,1,0,0,0,0,1,0,0,1,0,1,0,0
9976,4,2,142,3,2,4790,0,0,1,0,0,0,1,0,0,1,0,1,0
2656,3,1,181,3,34,3306,0,0,1,0,0,0,0,1,0,1,0,0,1
4754,5,5,275,4,9,1215,1,0,0,0,0,0,0,1,0,1,0,0,1
5715,4,4,179,3,1,5242,0,1,0,0,0,0,0,1,1,0,1,0,0
3695,3,1,129,3,9,5296,0,0,0,0,1,1,0,0,0,1,0,0,1
8281,4,5,256,4,8,5244,0,0,0,0,1,0,0,1,1,0,0,1,0
8836,6,4,258,4,9,1104,0,0,1,0,0,0,0,1,0,1,0,1,0
5146,3,4,243,4,10,4076,0,0,1,0,0,0,0,1,1,0,0,0,1
9015,4,3,141,2,8,4331,0,1,0,0,0,0,1,0,1,0,0,1,0
7687,3,4,164,10,10,4134,0,0,0,0,1,1,0,0,1,0,0,0,1
5330,4,2,164,4,2,5008,1,0,0,0,0,0,1,0,0,1,0,1,0
3165,3,1,178,3,3,4811,0,1,0,0,0,1,0,0,0,1,0,1,0
5616,4,2,194,3,3,5174,0,0,0,1,0,1,0,0,1,0,0,1,0
10306,4,2,174,3,4,5625,0,0,1,0,0,0,0,1,0,1,0,1,0
707,3,3,241,3,5,2713,0,0,0,0,1,0,0,1,0,1,0,1,0
4239,5,2,152,3,5,5502,0,1,0,0,0,0,1,0,1,0,1,0,0
8977,4,4,101,5,8,4192,0,0,0,0,1,0,0,1,1,0,0,1,0
2469,4,2,141,3,61,1875,0,1,0,0,0,1,0,0,0,1,0,0,1
5960,6,1,250,4,10,1623,1,0,0,0,0,0,0,1,0,1,0,1,0
178,3,3,192,3,2,3995,0,0,1,0,0,0,0,1,1,0,0,0,1
4267,4,1,169,4,10,4245,0,0,0,0,1,0,0,1,1,0,0,1,0
8604,7,1,287,4,1,1660,0,0,0,1,0,0,1,0,0,1,0,1,0
8608,5,3,236,5,10,1630,0,0,1,0,0,0,1,0,0,1,0,0,1
9735,5,2,261,3,3,5303,0,1,0,0,0,1,0,0,0,1,1,0,0
5390,4,2,137,2,2,5804,1,0,0,0,0,0,0,1,1,0,0,0,1
10677,5,2,253,2,9,5530,0,1,0,0,0,0,1,0,1,0,0,0,1
3248,4,3,148,3,7,5034,1,0,0,0,0,0,0,1,1,0,1,0,0
740,4,5,139,3,65,1277,1,0,0,0,0,0,0,1,1,0,0,1,0
73,4,5,215,3,21,3984,0,0,0,0,1,0,0,1,1,0,0,0,1
337,4,4,201,2,1,3147,0,0,0,0,1,0,0,1,1,0,0,1,0
2360,6,4,209,5,53,3169,1,0,0,0,0,0,0,1,1,0,0,1,0
